Record Id,Village Owner.id,Rating,Village Name,Phone,Fax,Parent Village.id,Website,Ticker Symbol,Village Type,Ownership,Industry,Employees,Annual Revenue,SIC Code,Created By.id,Modified By.id,Created Time,Modified Time,Currency,Exchange Rate,Last Activity Time,Billing Street,Shipping Street,Billing City,Shipping City,Billing Province,Shipping Province,Billing Code,Shipping Code,Billing Country,Shipping Country,Description,Layout.id,Village Number,Village Site,Score,Positive Score,Negative Score,Positive Touch Point Score,Touch Point Score,Negative Touch Point Score,Tag,Village Image,User Modified Time,System Related Activity Time,User Related Activity Time,System Modified Time,Change Log Time,Households,Average Household Income,Road Conditions,Total Population,Latest Livelihoods Survey,Potential KHT Projects,Latest Education Survey,Potential Project Notes,Villagers Consulted,GPS Latitude,GPS Longitude,Latest WASH Survey,% Population Without Enough Rice,District.id,Nearest Town.id,Children (Aged 0 - 18),Distance to Town (km),Adult Males,Tribe,Forest Department,Adult Females,Season Accesibility,Average Annual HH Income (THB),Province,Village has Dorm,Distance to Hospital (km),Annual Malaria Cases,No. Children in Dorm,Nearest Health Centre,Distance to Pratom (km),Annual Typhoid Cases,No. Students at Uni,Distance to Health Centre (km),No. Children Go To Pratom,Annual Stomarch Ulcer Cases,No. Graduates,Annual Diabetes Cases,Nearest Mathayom (Seconary).id,Annual Cancer Cases,No. Children Go To Mathayom,Village Deaths in Last Year,Distance to Mathayom (km),Common Diseases,Nearest Pratom (Primary).id,Village Schools,Nearest Hospital.id,Latest non-KHT Clean Water Project,Latest non-KHT Rice Bank Project,Latest non-KHT Electricity Project,Sufficient Drinking Water in Dry Season,Non-KHT Projects Comments,Latest non-KHT Animal Bank Project,Previous Gov/Royal Aid Projects,General Comments,Latest non-KHT School Project,Previous Non-KHT NGO Projects,Current Water Sources,Latest non-KHT Solar Project,Latest non-KHT Road Project,Sufficient Drinking Water in Wet Season,Latest non-KHT Satelite Project,Village's Name,Name of Village,Latest non-KHT Irrigation Project,Number of People without Thai ID Cards,Are Any KHT Staff Connected to the Village?,No. Children Living Away in Dormitories,No. Children Who Don't Go to Mathayom but Should,No. Children Who Don't Go to Pratom but Should,Locked,Hosted KHT Projects,Last Enriched Time,Enrich Status,Record Status
zcrm_361303000001881733,zcrm_361303000000269001,,Ban Mae Lamong Nua,,,,,,Yomban,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:19:24,2022-08-05 10:22:15,,,2022-08-05 10:22:15,,,,,,,,,,,,zcrm_361303000000032035,0,,0,0,0,0,0,0,,,,,,2022-08-05 10:22:15,,34,,,218,,"Mosquito Nets, Blankets and Education Scholarship",,,,18.42977,97.88109,2009-01-28,30.0,zcrm_361303000000401954,zcrm_361303000000401954,79,30,67,,Mae La Noi,72,Dry Season,,Mae Hong Son,false,30,14,,Ban Mae Su,,12,,15,42,,,,zcrm_361303000000528038,,,,30,"Flu, Ulcer",zcrm_361303000001881141,No Schools,zcrm_361303000000401954,,,,,,,Yes,,,No,Government Water System,,,,,Ban Mae Lamong Nua,Ban Mae Lamong Nua,,,,,,,false,WASH,,,1
zcrm_361303000001881734,zcrm_361303000000269001,,Ban Mae Lid,,,,,,,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:19:24,2022-08-05 06:57:21,,,2022-08-05 06:57:21,,,,,,,,,,,,zcrm_361303000000032035,0,,0,0,0,0,0,0,,,,,,2022-08-05 06:57:21,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ban Mae Lid,Ban Mae Lid,,,,,,,false,Further Education Scholarships,,,1
zcrm_361303000001881735,zcrm_361303000000269001,,Ban Mae Lid -Pakae,,,,,,,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:19:24,2022-12-29 10:01:05,,,2022-12-29 10:01:05,,,,,,,,,,,,zcrm_361303000000032035,0,,0,0,0,0,0,0,,,,,,2022-12-29 10:01:05,,55,,,263,,"Education Scholarship, and Mosquito Nets",,,,,,2015-09-13,40.0,,zcrm_361303000000521090,,40,143,,Mae Sariang,120,All Seasons,,Mae Hong Son,false,40,4,,In the village,51,5,,,,,,,,,,,,Flu,zcrm_361303000001881143,No Schools,zcrm_361303000000521090,,,,,,,Yes,,,No,Government Water System,,,,,Ban Mae Lid -Pakae,Ban Mae Lid -Pakae,,,,,,,false,WASH,,,1
zcrm_361303000001881736,zcrm_361303000000269001,,Ban Mae Lit Luang,,,,,,Mooban,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:19:24,2022-08-05 10:21:57,,,2022-08-05 10:21:57,,,,,,,,,,,,zcrm_361303000000032035,0,,0,0,0,0,0,0,,,,,,2022-08-05 10:21:57,,55,,,305,,"Education Scholarship, Blankets,  Mosquito Nets, Lunch money, Dormitory",,FALSE,,18.18921,98.13689,2010-09-24,40.0,zcrm_361303000001881227,zcrm_361303000000521090,180,44,62,,Mae Sariang,63,All Seasons,,Mae Hong Son,false,44,1,,Ban Mae Lid Pa Kae,,5,,,,,,,,,,,,"ulcer, high blood pressure, flu",,,zcrm_361303000000521090,,,,,,,Yes,,,No,Government Water System,,,,,Ban Mae Lit Luang,Ban Mae Lit Luang,,,,,,,false,Further Education Scholarships;WASH,,,1
zcrm_361303000001881738,zcrm_361303000000269001,,Ban Mae Na Jang Tai,,,,,,Mooban,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:19:24,2022-12-02 14:27:45,,,2022-12-02 14:27:45,,,,,,,,,,,,zcrm_361303000000032035,0,,0,0,0,0,0,0,,,,,,2022-12-02 14:27:45,,85,,,480,2016-10-21,"Blankets, Education Scholarship, Mosquito Nets, Tractor",,,,18.565,98.0989,,50.0,zcrm_361303000000401954,zcrm_361303000000401954,,75,,,Mae La Noi,,Dry Season,,Mae Hong Son,false,75,1,,In the village,,7,,,97,,,,,,,,,Flu,,Prathom (Primary),zcrm_361303000000401954,1986-01-01,,,,,,Yes,,,No,Government Water System,,,,,Ban Mae Na Jang Tai,Ban Mae Na Jang Tai,,,,,,,false,Irrigation;WASH,,,1
zcrm_361303000001881739,zcrm_361303000000269001,,Ban Mae Najang,,,,,,Mooban,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:19:24,2022-12-02 13:59:50,,,2022-12-02 13:59:50,,,,,,,,,,,,zcrm_361303000000032035,0,,0,0,0,0,0,0,,,,,,2022-12-02 13:59:50,,84,,,420,2013-11-21,,,,,,,,,zcrm_361303000000401954,,,,,,,,,,Mae Hong Son,false,,,,,,,,,,,,,,,,,,,,,zcrm_361303000000401954,1987-01-01,,,,,,Yes,,,,,,,,,Ban Mae Najang,Ban Mae Najang,,,,,,,false,Irrigation,,,1
zcrm_361303000001881740,zcrm_361303000000269001,,Ban Mae Najang Nua,,,,,,,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:19:24,2022-08-05 10:21:57,,,2022-08-05 10:21:57,,,,,,,,,,,,zcrm_361303000000032035,0,,0,0,0,0,0,0,,,,,,2022-08-05 10:21:57,,49,,,448,,"Blankets, Education Scholarship, Mosquito Nets, Latrine",,,,18.57837,98.08287,2007-10-13,30.0,,zcrm_361303000000401954,223,75,112,Sgaw,Mae La Noi,113,All Seasons,,Mae Hong Son,false,75,,,Ban Kok Luang,,2,,15,70,,,,,,,,,Diarrhea and Ulcer,,Prathom (Primary),zcrm_361303000000401954,,,,,,,Yes,,,No,Government Water System,,,,,Ban Mae Najang Nua,Ban Mae Najang Nua,,,,,,,false,WASH,,,1
zcrm_361303000001881741,zcrm_361303000000269001,,Ban Mae Nill Nok,,,,,,Mooban,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:19:24,2022-09-14 03:11:10,,,2022-09-14 03:11:10,,,,,,,,,,,,zcrm_361303000000032035,0,,0,0,0,0,0,0,,,,,,2022-09-14 03:11:10,,57,,,360,,"Education Scholarship, Blankets,  Mosquito Nets, Latrine",,FALSE,,,,2010-09-04,50.0,zcrm_361303000001881221,zcrm_361303000000667033,129,42,185,,Mae Chaem,179,Dry Season,2000,Chiang Mai,false,42,,,Ban Mae Na Chon,8,8,,8,44,,,,,,26,,42,Flu and skin infection,zcrm_361303000001881145,No Schools,zcrm_361303000000667033,,,,,,,Yes,,,No,Government Water System,,,,,Ban Mae Nill Nok,Ban Mae Nill Nok,,,,,,,false,WASH,,,1
zcrm_361303000001881742,zcrm_361303000000269001,,Ban Mae Nin Nai,,,,,,Mooban,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:19:24,2022-08-05 10:40:50,,,2022-08-05 10:40:50,,,,,,,,,,,,zcrm_361303000000032035,0,,0,0,0,0,0,0,,,,,,2022-08-05 10:40:50,,50,,,261,,"Education Scholarship, Blankets,  Mosquito Nets",,FALSE,,18.8933,98.13987,2012-09-07,45.0,zcrm_361303000001881221,zcrm_361303000000667033,72,52,92,Sgaw,Mae Chaem,97,Dry Season,5000,Mae Hong Son,false,52,3,,Ban Na Hong,,7,,18,23,,2,,zcrm_361303000000667033,,8,,52,Flu,zcrm_361303000001881145,No Schools,zcrm_361303000000667033,,,,,,,Yes,,,No,Government Water System,,,,,Ban Mae Nin Nai,Ban Mae Nin Nai,,,,,,,false,WASH,,,1
zcrm_361303000001881744,zcrm_361303000000269001,,Ban Mae Ookhor Noi,,,,,,,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:19:24,2022-12-29 11:27:00,,,2022-12-29 11:27:00,,,,,,,,,,,,zcrm_361303000000032035,0,,0,0,0,0,0,0,,,,,,2022-12-29 11:27:00,,9,,,54,,"Blankets, Mosquito Nets, exercise books and pencils",,,,18.91044,98.07681,2015-06-28,60.0,,zcrm_361303000000461057,33,40,11,,Khun Yuam,10,Dry Season,,Mae Hong Son,false,40,1,,Ban Pang Tong,3,2,,22,6,,,,,,,,,diarrhea,zcrm_361303000001881190,No Schools,zcrm_361303000000461057,,,,,,,No,,,No,Stream/Spring,,,,,Ban Mae Ookhor Noi,Ban Mae Ookhor Noi,,,,,,,false,Further Education Scholarships;WASH,,,1
zcrm_361303000001881745,zcrm_361303000000269001,,Ban Mae Ookhor Nua,,,,,,,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:19:24,2022-08-05 10:22:16,,,2022-08-05 10:22:16,,,,,,,,,,,,zcrm_361303000000032035,0,,0,0,0,0,0,0,,,,,,2022-08-05 10:22:16,,11,,,59,,"Education, Blankets, and clother",,,,18.84619,98.04371,2000-09-27,50.0,,zcrm_361303000000461057,30,20,14,,Khun Yuam,15,Dry Season,,Mae Hong Son,false,20,,,Ban Pang Tong,4,,,4,4,,,,,,,,,,zcrm_361303000001881167,No Schools,zcrm_361303000000461057,,,,,,,No,,,No,,,,,,Ban Mae Ookhor Nua,Ban Mae Ookhor Nua,,,,,,,false,WASH,,,1
zcrm_361303000001881746,zcrm_361303000000269001,,Ban Mae Oom Pai Nua,,,,,,,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:19:24,2022-08-05 10:22:15,,,2022-08-05 10:22:15,,,,,,,,,,,,zcrm_361303000000032035,0,,0,0,0,0,0,0,,,,,,2022-08-05 10:22:15,,42,,,228,,"Blankets, Mosquito Nets, exercise books and pencils",,,,18.59939,98.02629,2001-11-21,20.0,,zcrm_361303000000401954,119,55,54,,Mae La Noi,55,Dry Season,,Mae Hong Son,false,55,29,,Ban Mae To,,9,,5,50,,,,,,,,,,,Prathom (Primary),zcrm_361303000000401954,,,,,,,Yes,,,No,River,,,,,Ban Mae Oom Pai Nua,Ban Mae Oom Pai Nua,,,,,,,false,WASH,,,1
zcrm_361303000001881747,zcrm_361303000000269001,,Ban Mae Oomong,,,,,,,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:19:24,2022-12-29 11:29:52,,,2022-12-29 11:29:52,,,,,,,,,,,,zcrm_361303000000032035,0,,0,0,0,0,0,0,,,,,,2022-12-29 11:29:52,,38,,,154,,"Blankets, Education Scholarship, Mosquito Nets, transport",,,,19.51834,98.26003,2005-10-11,50.0,,zcrm_361303000001881231,70,18,42,,Pang Ma Pa,42,Dry Season,,Mae Hong Son,false,18,4,,Pang Ma Pa,,1,,18,15,,,,,,,,,Flu,,Prathom (Primary),zcrm_361303000001881231,,,,,,,Yes,,,Yes,Stream/Spring,,,,,Ban Mae Oomong,Ban Mae Oomong,,,,,,,false,Further Education Scholarships;WASH,,,1
zcrm_361303000001881748,zcrm_361303000000269001,,Ban Mae Oompai,,,,,,,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:19:24,2022-08-05 06:56:17,,,2022-08-05 06:56:17,,,,,,,,,,,,zcrm_361303000000032035,0,,0,0,0,0,0,0,,,,,,2022-08-05 06:56:17,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ban Mae Oompai,Ban Mae Oompai,,,,,,,false,Further Education Scholarships,,,1
zcrm_361303000001881749,zcrm_361303000000269001,,Ban Mae Oompai Nua,,,,,,Mooban,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:19:24,2022-12-29 10:51:20,,,2022-12-29 10:51:20,,,,,,,,,,,,zcrm_361303000000032035,0,,0,0,0,0,0,0,,,,,,2022-12-29 10:51:20,,90,,,,2016-05-02,,,,,,,,,zcrm_361303000000401954,,,,,,,,,,Mae Hong Son,false,,,,,,,,,,,,,,,,,,,,,zcrm_361303000000401954,1986-01-01,,,,,,Yes,,,,,,,,,Ban Mae Oompai Nua,Ban Mae Oompai Nua,,,,,,,false,Irrigation;Further Education Scholarships,,,1
zcrm_361303000001881751,zcrm_361303000000269001,,Ban Mae Pa Luang,,,,,,Yomban,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:19:24,2022-08-05 10:21:27,,,2022-08-05 10:21:27,,,,,,,,,,,,zcrm_361303000000032035,0,,0,0,0,0,0,0,,,,,,2022-08-05 10:21:27,,28,,"Average (some paved road, some potholes)",133,,"Mosquito Nets, Blankets, Scholarship, School Bus",,FALSE,Village Headman;Village Leader;Villagers,17.86883,98.0263,2020-09-15,50.0,zcrm_361303000001881219,zcrm_361303000000521090,37,42,61,Pwo,Sob Moei,35,Dry Season,10000,Mae Hong Son,false,20,,,Ban Huay Muang School,4,1,1,4,10,,2,,zcrm_361303000001611586,,9,,20,Flu,zcrm_361303000001881117,No Schools,zcrm_361303000001611586,1996-01-01,,,No,,,Yes,,,No,Government Water System;Stream/Spring,2004-01-01,,No,,Ban Mae Pa Luang,Ban Mae Pa Luang,,,,,,,false,WASH,,,1
zcrm_361303000001881752,zcrm_361303000000269001,,Ban Mae Pae,,,,,,Yomban,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:19:24,2022-08-05 10:40:44,,,2022-08-05 10:40:44,,,,,,,,,,,,zcrm_361303000000032035,0,,0,0,0,0,0,0,,,,,,2022-08-05 10:40:44,,65,,,503,2015-09-03,"Education Scholarship, Blankets,  Mosquito Nets",,FALSE,,19.00722,98.70691,2015-11-05,50.0,zcrm_361303000001881248,zcrm_361303000000521090,169,90,173,Sgaw,Mae Sariang,161,Dry Season,3000,Mae Hong Son,false,90,10,,Sa La Jiang Tong,7,11,,7,40,,,,zcrm_361303000000704077,,29,,12,Flu,zcrm_361303000001881243,,zcrm_361303000000521090,,,,,,,Yes,,,No,Government Water System,,,,,Ban Mae Pae,Ban Mae Pae,,,,,,,false,Irrigation;Further Education Scholarships;WASH,,,1
zcrm_361303000001881754,zcrm_361303000000269001,,Ban Mae Pang Nae,,,,,,Yomban,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:19:24,2022-08-05 10:41:52,,,2022-08-05 10:41:52,,,,,,,,,,,,zcrm_361303000000032035,0,,0,0,0,0,0,0,,,,,,2022-08-05 10:41:52,,48,,,222,,"Education Scholarship, Blankets,  Mosquito Nets",,FALSE,,,,2012-09-20,40.0,zcrm_361303000001881247,zcrm_361303000000401954,82,13,70,Sgaw,Mae La Noi,70,All Seasons,10000,Mae Hong Son,false,13,7,,Ban Mae Pang Nok,2,4,,2,26,,5,,zcrm_361303000000528038,,12,,13,Flu and Ulcer,zcrm_361303000001881148,No Schools,zcrm_361303000000401954,,,,,,,Yes,,,No,Government Water System,,,,,Ban Mae Pang Nae,Ban Mae Pang Nae,,,,,,,false,WASH,,,1
zcrm_361303000001881756,zcrm_361303000000269001,,Ban Mae Piang Luang,,,,,,,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:19:24,2022-08-05 06:57:20,,,2022-08-05 06:57:20,,,,,,,,,,,,zcrm_361303000000032035,0,,0,0,0,0,0,0,,,,,,2022-08-05 06:57:20,,,,,,,,,,,,,,,,zcrm_361303000000461057,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,zcrm_361303000000528034,,zcrm_361303000000461057,,,,,,,,,,,,,,,,Ban Mae Piang Luang,Ban Mae Piang Luang,,,,,,,false,Further Education Scholarships,,,1
zcrm_361303000001881757,zcrm_361303000000269001,,Ban Mae Ping,,,,,,,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:19:24,2022-08-05 06:51:41,,,2022-08-05 06:51:41,,,,,,,,,,,,zcrm_361303000000032035,0,,0,0,0,0,0,0,,,,,,2022-08-05 06:51:41,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ban Mae Ping,Ban Mae Ping,,,,,,,false,Further Education Scholarships,,,1
zcrm_361303000001881761,zcrm_361303000000269001,,Ban Mae Sa Kua,,,,,,,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:19:24,2022-08-05 10:38:42,,,2022-08-05 10:38:42,,,,,,,,,,,,zcrm_361303000000032035,0,,0,0,0,0,0,0,,,,,,2022-08-05 10:38:42,,58,,,311,,"Latrines, Education Scholarship, Blankets and Mosquito Nets",,,,,,2011-09-16,50.0,,zcrm_361303000000401954,130,15,92,,Mae La Noi,89,All Seasons,,Mae Hong Son,false,15,2,,Ban Mae Tia,,5,,22,47,,,,zcrm_361303000000528038,,4,,,"Flu, Skin Infection, Ulcer",,Prathom (Primary),zcrm_361303000000401954,,,,,,,Yes,,,No,Government Water System,,,,,Ban Mae Sa Kua,Ban Mae Sa Kua,,,,,,,false,WASH,,,1
zcrm_361303000001881762,zcrm_361303000000269001,,Ban Mae Sa Kud,,,,,,Yomban,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:19:24,2022-08-05 10:25:23,,,2022-08-05 10:25:23,,,,,,,,,,,,zcrm_361303000000032035,0,,0,0,0,0,0,0,,,,,,2022-08-05 10:25:23,,28,,,130,,"Mosquito Nets, Blankets, Education Scholarship",,FALSE,,18.29699,98.0174,2016-10-02,45.0,zcrm_361303000001881257,zcrm_361303000000401954,45,31,41,Sgaw,Mae La Noi,44,Dry Season,4000,Mae Hong Son,false,31,2,,Ban Mae Tia,,7,,35,,,,,zcrm_361303000000522050,,6,,5,,,Prathom (Primary),zcrm_361303000000401954,1992-01-01,,2019-01-01,,,,Yes,,,No,Government Water System,,,,,Ban Mae Sa Kud,Ban Mae Sa Kud,,,,,,,false,WASH,,,1
zcrm_361303000001881763,zcrm_361303000000269001,,Ban Mae Sa Wan Luang,,,,,,Mooban,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:19:24,2022-08-05 10:24:50,,,2022-08-05 10:24:50,,,,,,,,,,,,zcrm_361303000000032035,0,,0,0,0,0,0,0,,,,,,2022-08-05 10:24:50,,50,,"Average (some paved road, some potholes)",234,,"Mosquito Nets, Blankets, Water Repair, Water Extension, Scholarship, School Meals.",,FALSE,Village Headman,18.18644,98.08458,2017-09-12,,,zcrm_361303000000521090,92,32,71,Sgaw,Mae Sariang,71,,,Mae Hong Son,false,32,,,Ban Mae Lid,0,7,,5,0,20.0,,,zcrm_361303000000521194,,0,,0,,,No Schools,zcrm_361303000000521090,1996-01-01,,,No,,,Yes,,2001-01-01,No,Government Water System;Stream/Spring,2006-01-01,2006-01-01,No,,Ban Mae Sa Wan Luang,Ban Mae Sa Wan Luang,,,,,,,false,WASH,,,1
zcrm_361303000001881764,zcrm_361303000000269001,,Ban Mae Sam Leab,,,,,,,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:19:24,2022-08-05 06:56:17,,,2022-08-05 06:56:17,,,,,,,,,,,,zcrm_361303000000032035,0,,0,0,0,0,0,0,,,,,,2022-08-05 06:56:17,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ban Mae Sam Leab,Ban Mae Sam Leab,,,,,,,false,Further Education Scholarships,,,1
zcrm_361303000001881765,zcrm_361303000000269001,,Ban Mae Sam Peng Nua,,,,,,Yomban,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:19:24,2022-08-05 10:31:27,,,2022-08-05 10:31:27,,,,,,,,,,,,zcrm_361303000000032035,0,,0,0,0,0,0,0,,,,,,2022-08-05 10:31:27,,21,,,90,,"Education Scholarship, Blankets,  Mosquito Nets",,FALSE,,,,2014-02-19,50.0,zcrm_361303000001881210,zcrm_361303000000401954,36,30,27,Sgaw,Mae La Noi,27,Dry Season,4000,Mae Hong Son,false,30,15,,Ban Mae Su,,3,,8,,,,,zcrm_361303000000528038,,2,,30,Ulcer,,Prathom (Primary),zcrm_361303000000401954,,,,,,,Yes,,,No,Government Water System,,,,,Ban Mae Sam Peng Nua,Ban Mae Sam Peng Nua,,,,,,,false,WASH,,,1
zcrm_361303000001881766,zcrm_361303000000269001,,Ban Mae Samaeng,,,,,,,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:19:24,2022-08-05 10:21:57,,,2022-08-05 10:21:57,,,,,,,,,,,,zcrm_361303000000032035,0,,0,0,0,0,0,0,,,,,,2022-08-05 10:21:57,,24,,,106,,"Blankets, Education Scholarship, Mosquito Nets, Latrine",,,,18.44956,98.07254,2007-09-14,,,zcrm_361303000000401954,43,56,44,,Mae La Noi,67,Dry Season,,Mae Hong Son,false,56,,,Ban Kad Luang,3,,,10,9,,,,,,,,,Flu,zcrm_361303000001881161,No Schools,zcrm_361303000000401954,,,,,,,Yes,,,No,,,,,,Ban Mae Samaeng,Ban Mae Samaeng,,,,,,,false,WASH,,,1
zcrm_361303000001881769,zcrm_361303000000269001,,Ban Mae Sapueng Klang,,,,,,Yomban,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:19:24,2022-08-05 10:41:50,,,2022-08-05 10:41:50,,,,,,,,,,,,zcrm_361303000000032035,0,,0,0,0,0,0,0,,,,,,2022-08-05 10:41:50,,30,,,112,,"Education Scholarship, Blankets,  Mosquito Nets",,FALSE,,18.39894,98.02352,2012-09-18,50.0,zcrm_361303000000401954,zcrm_361303000000401954,41,39,37,Sgaw,Mae La Noi,34,Dry Season,4000,Mae Hong Son,false,39,3,,Ban Mae Hu,3,5,,12,12,,1,,zcrm_361303000000528038,,,,39,Flu and Ulcer,zcrm_361303000001881150,No Schools,zcrm_361303000000401954,,,,,,,Yes,,,No,Government Water System,,,,,Ban Mae Sapueng Klang,Ban Mae Sapueng Klang,,,,,,,false,WASH,,,1
zcrm_361303000001881770,zcrm_361303000000269001,,Ban Mae Sapueng Tai,,,,,,,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:19:24,2022-08-05 10:21:57,,,2022-08-05 10:21:57,,,,,,,,,,,,zcrm_361303000000032035,0,,0,0,0,0,0,0,,,,,,2022-08-05 10:21:57,,44,,,183,,,,,,,,2007-07-04,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,zcrm_361303000001881150,,,,,,,,,,,,,,,,,,Ban Mae Sapueng Tai,Ban Mae Sapueng Tai,,,,,,,false,WASH,,,1
zcrm_361303000001881771,zcrm_361303000000269001,,Ban Mae Satop Nua,,,,,,,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:19:24,2022-08-05 10:21:58,,,2022-08-05 10:21:58,,,,,,,,,,,,zcrm_361303000000032035,0,,0,0,0,0,0,0,,,,,,2022-08-05 10:21:58,,32,,,250,,"Blankets, Water project, Hospital, Education",,,,,,2003-10-10,40.0,,zcrm_361303000000461057,124,34,61,,Mae Chaem,65,Dry Season,,Chiang Mai,false,34,1,,Ban Pang Ung,,110,,13,42,,,,,,,,,"Stomach ulcer, Influenza",,Prathom (Primary),zcrm_361303000000461057,,,,,,,Yes,,,No,Government Water System,,,,,Ban Mae Satop Nua,Ban Mae Satop Nua,,,,,,,false,WASH,,,1
zcrm_361303000001881772,zcrm_361303000000269001,,Ban Mae Saw,,,,,,Mooban,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:19:24,2022-08-05 10:21:58,,,2022-08-05 10:21:58,,,,,,,,,,,,zcrm_361303000000032035,0,,0,0,0,0,0,0,,,,,,2022-08-05 10:21:58,,38,,,153,2013-12-03,"Education, Agriculture project, Blankets, Mosquito Nets and rice bank",,,,18.72245,97.9478,2003-10-02,50.0,zcrm_361303000000461057,zcrm_361303000000461057,45,20,54,,Khun Yuam,54,All Seasons,,Mae Hong Son,false,20,6,,Ban Mueng Pong,5,8,,5,33,,,,,,,,,,zcrm_361303000001881156,No Schools,zcrm_361303000000461057,,,,,,,Yes,,,No,Government Water System,,,,,Ban Mae Saw,Ban Mae Saw,,,,,,,false,Irrigation;Further Education Scholarships;WASH,,,1
zcrm_361303000001881773,zcrm_361303000000269001,,Ban Mae Sawan Luang,,,,,,,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:19:24,2022-08-05 06:51:41,,,2022-08-05 06:51:41,,,,,,,,,,,,zcrm_361303000000032035,0,,0,0,0,0,0,0,,,,,,2022-08-05 06:51:41,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ban Mae Sawan Luang,Ban Mae Sawan Luang,,,,,,,false,Further Education Scholarships,,,1
zcrm_361303000001881774,zcrm_361303000000269001,,Ban Mae Sawan Noi,,,,,,,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:19:24,2022-08-05 06:56:17,,,2022-08-05 06:56:17,,,,,,,,,,,,zcrm_361303000000032035,0,,0,0,0,0,0,0,,,,,,2022-08-05 06:56:17,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ban Mae Sawan Noi,Ban Mae Sawan Noi,,,,,,,false,Further Education Scholarships,,,1
zcrm_361303000001881776,zcrm_361303000000269001,,Ban Mae Su,,,,,,,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:19:24,2022-12-15 16:52:20,,,2022-12-15 16:52:20,,,,,,,,,,,,zcrm_361303000000032035,0,,0,0,0,0,0,0,,,,,,2022-12-15 16:52:20,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ban Mae Su,Ban Mae Su,,,,,,,false,School Buses,,,1
