Record Id,Village Owner.id,Rating,Village Name,Phone,Fax,Parent Village.id,Website,Ticker Symbol,Village Type,Ownership,Industry,Employees,Annual Revenue,SIC Code,Created By.id,Modified By.id,Created Time,Modified Time,Currency,Exchange Rate,Last Activity Time,Billing Street,Shipping Street,Billing City,Shipping City,Billing Province,Shipping Province,Billing Code,Shipping Code,Billing Country,Shipping Country,Description,Layout.id,Village Number,Village Site,Score,Positive Score,Negative Score,Positive Touch Point Score,Touch Point Score,Negative Touch Point Score,Tag,Village Image,User Modified Time,System Related Activity Time,User Related Activity Time,System Modified Time,Change Log Time,Households,Average Household Income,Road Conditions,Total Population,Latest Livelihoods Survey,Potential KHT Projects,Latest Education Survey,Potential Project Notes,Villagers Consulted,GPS Latitude,GPS Longitude,Latest WASH Survey,% Population Without Enough Rice,District.id,Nearest Town.id,Children (Aged 0 - 18),Distance to Town (km),Adult Males,Tribe,Forest Department,Adult Females,Season Accesibility,Average Annual HH Income (THB),Province,Village has Dorm,Distance to Hospital (km),Annual Malaria Cases,No. Children in Dorm,Nearest Health Centre,Distance to Pratom (km),Annual Typhoid Cases,No. Students at Uni,Distance to Health Centre (km),No. Children Go To Pratom,Annual Stomarch Ulcer Cases,No. Graduates,Annual Diabetes Cases,Nearest Mathayom (Seconary).id,Annual Cancer Cases,No. Children Go To Mathayom,Village Deaths in Last Year,Distance to Mathayom (km),Common Diseases,Nearest Pratom (Primary).id,Village Schools,Nearest Hospital.id,Latest non-KHT Clean Water Project,Latest non-KHT Rice Bank Project,Latest non-KHT Electricity Project,Sufficient Drinking Water in Dry Season,Non-KHT Projects Comments,Latest non-KHT Animal Bank Project,Previous Gov/Royal Aid Projects,General Comments,Latest non-KHT School Project,Previous Non-KHT NGO Projects,Current Water Sources,Latest non-KHT Solar Project,Latest non-KHT Road Project,Sufficient Drinking Water in Wet Season,Latest non-KHT Satelite Project,Village's Name,Name of Village,Latest non-KHT Irrigation Project,Number of People without Thai ID Cards,Are Any KHT Staff Connected to the Village?,No. Children Living Away in Dormitories,No. Children Who Don't Go to Mathayom but Should,No. Children Who Don't Go to Pratom but Should,Locked,Hosted KHT Projects,Last Enriched Time,Enrich Status,Record Status
zcrm_361303000001881690,zcrm_361303000000269001,,Ban Kong Pae Tai,,,,,,,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:19:24,2022-08-05 06:57:21,,,2022-08-05 06:57:21,,,,,,,,,,,,zcrm_361303000000032035,0,,0,0,0,0,0,0,,,,,,2022-08-05 06:57:21,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ban Kong Pae Tai,Ban Kong Pae Tai,,,,,,,false,Further Education Scholarships,,,1
zcrm_361303000001881692,zcrm_361303000000269001,,Ban Kor Moo Der,,,,,,Mooban,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:19:24,2022-08-05 10:38:55,,,2022-08-05 10:38:55,,,,,,,,,,,,zcrm_361303000000032035,0,,0,0,0,0,0,0,,,,,,2022-08-05 10:38:55,,92,,,505,,"Education Scholarship, Blankets,  Mosquito Nets, Latrine",,FALSE,,17.92925,97.74395,2010-09-24,90.0,zcrm_361303000001881215,zcrm_361303000000521090,220,90,129,,Mae Sariang,156,Dry Season,3000,Mae Hong Son,false,60,25,,Mae Sam Laeb,,13,,12,140,,,,zcrm_361303000001611586,,,,,Flu,,Prathom (Primary),zcrm_361303000001611586,,,,,,,Yes,,,No,Government Water System,,,,,Ban Kor Moo Der,Ban Kor Moo Der,,,,,,,false,WASH,,,1
zcrm_361303000001881693,zcrm_361303000000269001,,Ban Kra Baw Noi,,,,,,Yomban,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:19:24,2022-08-05 10:28:37,,,2022-08-05 10:28:37,,,,,,,,,,,,zcrm_361303000000032035,0,,0,0,0,0,0,0,,,,,,2022-08-05 10:28:37,,48,,,229,,"Mosquito Nets, Blankets, Education Scholarship, The village location close to the Border (Thai Burma)",,FALSE,,17.88288,97.79634,2016-09-28,50.0,zcrm_361303000001881214,zcrm_361303000000521090,80,50,76,Pwo,Sob Moei,73,Dry Season,3000,Mae Hong Son,false,30,4,,Ban Mae Sam Laep,,7,,20,,,1,,zcrm_361303000001611586,,4,,,Skin effection,,Prathom (Primary),zcrm_361303000001611586,,,,,,,Yes,,,No,Well,,,,,Ban Kra Baw Noi,Ban Kra Baw Noi,,,,,,,false,WASH,,,1
zcrm_361303000001881694,zcrm_361303000000269001,,Ban Kre Bor,,,,,,Mooban,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:19:24,2022-08-05 10:38:57,,,2022-08-05 10:38:57,,,,,,,,,,,,zcrm_361303000000032035,0,,0,0,0,0,0,0,,,,,,2022-08-05 10:38:57,,47,,,199,,"Education Scholarship, Blankets,  Mosquito Nets, Latrine",,FALSE,,17.88299,97.79637,2010-09-25,90.0,zcrm_361303000001881175,zcrm_361303000000521090,75,55,64,,Mae Sariang,60,Dry Season,4000,Mae Hong Son,false,30,3,,Mae Sam Laeb,,4,,35,50,,2,,zcrm_361303000001611586,,9,,30,Flu,,Prathom (Primary),zcrm_361303000001611586,,,,,,,Yes,,,No,Government Water System,,,,,Ban Kre Bor,Ban Kre Bor,,,,,,,false,WASH,,,1
zcrm_361303000001881695,zcrm_361303000000269001,,Ban La Oop,,,,,,,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:19:24,2022-08-05 10:22:16,,,2022-08-05 10:22:16,,,,,,,,,,,,zcrm_361303000000032035,0,,0,0,0,0,0,0,,,,,,2022-08-05 10:22:16,,163,,,962,,Blankets,,,,18.34237,98.0578,2000-01-11,30.0,,zcrm_361303000000401954,432,25,265,,Mae Sariang,265,All Seasons,,Mae Hong Son,false,25,,,In the village,,,,,220,,,,,,,,,,,Prathom (Primary),zcrm_361303000000401954,,,,,,,Yes,,,No,Government Water System,,,,,Ban La Oop,Ban La Oop,,,,,,,false,WASH,,,1
zcrm_361303000001881698,zcrm_361303000000269001,,Ban Maak Noon,,,,,,,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:19:24,2022-08-05 06:56:17,,,2022-08-05 06:56:17,,,,,,,,,,,,zcrm_361303000000032035,0,,0,0,0,0,0,0,,,,,,2022-08-05 06:56:17,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ban Maak Noon,Ban Maak Noon,,,,,,,false,Further Education Scholarships,,,1
zcrm_361303000001881699,zcrm_361303000000269001,,Ban Mae Au,,,,,,,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:19:24,2022-08-05 10:22:16,,,2022-08-05 10:22:16,,,,,,,,,,,,zcrm_361303000000032035,0,,0,0,0,0,0,0,,,,,,2022-08-05 10:22:16,,36,,,204,,"Mosquito Nets, Blankets",,,,18.77433,98.03734,2001-02-09,25.0,,zcrm_361303000000461057,50,25,82,,Khun Yuam,72,Dry Season,,Mae Hong Son,false,25,5,,Ban Hua Pon,,1,,4,,,,,,,,,,,,Prathom (Primary),zcrm_361303000000461057,,,,,,,Yes,,,No,,,,,,Ban Mae Au,Ban Mae Au,,,,,,,false,WASH,,,1
zcrm_361303000001881700,zcrm_361303000000269001,,Ban Mae Bang,,,,,,,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:19:24,2023-01-05 07:18:48,,,2023-01-05 07:18:48,,,,,,,,,,,,zcrm_361303000000032035,0,,0,0,0,0,0,0,,,,,,2023-01-05 07:18:48,,40,,,203,,"Education Scholarship, Blankets and Mosquito Nets",,,,,,2016-09-29,60.0,,zcrm_361303000001611586,67,61,68,,Sob Moei,68,Dry Season,,Mae Hong Son,false,61,5,,Ban Mae Lui,,8,,15,35,,,,zcrm_361303000001611586,,,,61,,,Prathom (Primary),zcrm_361303000001611586,1997-01-01,,,,,,Yes,,,No,Government Water System,,,,,Ban Mae Bang,Ban Mae Bang,,,,,,,false,WASH,,,1
zcrm_361303000001881701,zcrm_361303000000269001,,Ban Mae Bor Tha,,,,,,,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:19:24,2022-08-05 10:38:46,,,2022-08-05 10:38:46,,,,,,,,,,,,zcrm_361303000000032035,0,,0,0,0,0,0,0,,,,,,2022-08-05 10:38:46,,25,,,126,,"Latrines, Education Scholarship, Blankets and Mosquito Nets",,,,,,2011-09-18,40.0,,zcrm_361303000000401954,70,25,28,,Mae La Noi,28,Dry Season,,Mae Hong Son,false,25,3,,Ban Pa Pae,,3,,4,15,,,,zcrm_361303000001881240,,10,,,"Flu, Skin Infection",,Prathom (Primary),zcrm_361303000000401954,,,,,,,Yes,,,No,Government Water System,,,,,Ban Mae Bor Tha,Ban Mae Bor Tha,,,,,,,false,WASH,,,1
zcrm_361303000001881702,zcrm_361303000000269001,,Ban Mae Harn,,,,,,,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:19:24,2022-12-29 11:28:50,,,2022-12-29 11:28:50,,,,,,,,,,,,zcrm_361303000000032035,0,,0,0,0,0,0,0,,,,,,2022-12-29 11:28:50,,277,,,1053,,"Blankets, Mosquito Nets, Latrine, School transport",,,,18.21005,97.89129,2007-09-10,20.0,,,453,13,303,Sgaw,Mae Sariang,297,All Seasons,,Mae Hong Son,false,13,3,,Ban Sop Harn,,5,,6,98,,,,,,,,,"Flu, Ulcer",,Prathom (Primary),zcrm_361303000000521090,,,,,,,Yes,,,No,Government Water System,,,,,Ban Mae Harn,Ban Mae Harn,,,,,,,false,WASH,,,1
zcrm_361303000001881703,zcrm_361303000000269001,,Ban Mae Hei,,,,,,Yomban,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:19:24,2022-08-05 10:21:57,,,2022-08-05 10:21:57,,,,,,,,,,,,zcrm_361303000000032035,0,,0,0,0,0,0,0,,,,,,2022-08-05 10:21:57,,32,,,132,,"Road, Latrine, Blankets and Education Scholarship",,,,,,2008-09-12,40.0,,zcrm_361303000000401954,62,76,35,,Mae La Noi,35,Dry Season,,Mae Hong Son,false,76,,,Ban Mae Tho,,4,,16,23,,,,zcrm_361303000000522050,,,,,"Flu, Ulcer",zcrm_361303000001881146,No Schools,zcrm_361303000000401954,,,,,,,Yes,,,No,Government Water System,,,,,Ban Mae Hei,Ban Mae Hei,,,,,,,false,WASH,,,1
zcrm_361303000001881705,zcrm_361303000000269001,,Ban Mae Hor,,,,,,,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:19:24,2022-08-05 06:51:41,,,2022-08-05 06:51:41,,,,,,,,,,,,zcrm_361303000000032035,0,,0,0,0,0,0,0,,,,,,2022-08-05 06:51:41,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ban Mae Hor,Ban Mae Hor,,,,,,,false,Further Education Scholarships,,,1
zcrm_361303000001881706,zcrm_361303000000269001,,Ban Mae Hu,,,,,,Mooban,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:19:24,2022-08-05 10:41:56,,,2022-08-05 10:41:56,,,,,,,,,,,,zcrm_361303000000032035,0,,0,0,0,0,0,0,,,,,,2022-08-05 10:41:56,,49,,,251,,"Education Scholarship, Blankets,  Mosquito Nets",,FALSE,,18.43715,97.99202,2012-09-19,40.0,zcrm_361303000000401954,zcrm_361303000000401954,68,35,11,Sgaw,Mae La Noi,140,Dry Season,3000,Mae Hong Son,false,35,2,,Ban Mae Hu,,7,,,,,7,,,,10,,35,Flu,zcrm_361303000001881132,Prathom (Primary),zcrm_361303000000401954,,,,,,,Yes,,,No,Government Water System,,,,,Ban Mae Hu,Ban Mae Hu,,,,,,,false,WASH,,,1
zcrm_361303000001881707,zcrm_361303000000269001,,Ban Mae Ja Noi,,,,,,,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:19:24,2022-08-05 10:21:57,,,2022-08-05 10:21:57,,,,,,,,,,,,zcrm_361303000000032035,0,,0,0,0,0,0,0,,,,,,2022-08-05 10:21:57,,15,,,110,,"Rice bank, Blankets, Mosquito Nets, transport, Sponsorship",,,,19.27481,98.13777,2005-09-24,90.0,,zcrm_361303000000716157,41,18,36,,Mae Hong Son,33,All Seasons,,Mae Hong Son,false,18,5,,Ban Pha Bong,18,5,,8,41,,,,,,,,,,zcrm_361303000000716157,No Schools,zcrm_361303000000716157,,,,,,,Yes,,,No,Stream/Spring,,,,,Ban Mae Ja Noi,Ban Mae Ja Noi,,,,,,,false,WASH,,,1
zcrm_361303000001881709,zcrm_361303000000269001,,Ban Mae Jae,,,,,,Mooban,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:19:24,2022-08-05 10:41:54,,,2022-08-05 10:41:54,,,,,,,,,,,,zcrm_361303000000032035,0,,0,0,0,0,0,0,,,,,,2022-08-05 10:41:54,,59,,,382,2014-01-19,"Education Scholarship, Blankets,  Mosquito Nets",,FALSE,,18.74397,98.02142,2011-09-29,50.0,zcrm_361303000001881223,zcrm_361303000000461057,105,40,138,Sgaw,Khun Yuam,139,Dry Season,8000,Mae Hong Son,false,40,5,,In the village,,6,,,,,10,,zcrm_361303000000461077,,1,,40,Flu,,Prathom (Primary),zcrm_361303000000461057,,,,,,,Yes,,,No,Government Water System,,,,,Ban Mae Jae,Ban Mae Jae,,,,,,,false,Irrigation;WASH,,,1
zcrm_361303000001881710,zcrm_361303000000269001,,Ban Mae Jang Bon,,,,,,Yomban,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:19:24,2022-08-05 10:21:27,,,2022-08-05 10:21:27,,,,,,,,,,,,zcrm_361303000000032035,0,,0,0,0,0,0,0,,,,,,2022-08-05 10:21:27,,21,,"Average (some paved road, some potholes)",107,,"Mosquito Nets, Blankets, Water Extension, Latrines, Scholarship, School Meals, School Bus",,FALSE,Village Headman;Village Leader;Villagers,18.08325,98.05088,2018-09-17,50.0,zcrm_361303000001881204,zcrm_361303000000521090,29,36,45,Pwo,Mae Sariang,33,All Seasons,10000,Mae Hong Son,false,36,3,,Ban Mae Ho,1,8,,17,20,,,,zcrm_361303000001881131,,0,,17,Flu,zcrm_361303000001881134,No Schools,zcrm_361303000000521090,1991-01-01,,,No,,,Yes,,,No,Government Water System;Stream/Spring,2005-01-01,2011-01-01,No,,Ban Mae Jang Bon,Ban Mae Jang Bon,,,,,,,false,WASH,,,1
zcrm_361303000001881712,zcrm_361303000000269001,,Ban Mae Jaw Klang,,,,,,Yomban,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:19:24,2022-08-05 06:51:40,,,2022-08-05 06:51:40,,,,,,,,,,,,zcrm_361303000000032035,0,,0,0,0,0,0,0,,,,,,2022-08-05 06:51:40,,40,,,110,2012-04-16,,,,,,,,,zcrm_361303000000401954,,,,,,,,,,Mae Hong Son,false,,,,,,,,,,,,,,,,,,,,,zcrm_361303000000401954,1987-01-01,,,,,,Yes,,,,,,,,,Ban Mae Jaw Klang,Ban Mae Jaw Klang,,,,,,,false,Irrigation,,,1
zcrm_361303000001881713,zcrm_361303000000269001,,Ban Mae Jaw Nua,,,,,,,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:19:24,2022-12-15 14:39:45,,,2022-12-15 14:39:45,,,,,,,,,,,,zcrm_361303000000032035,0,,0,0,0,0,0,0,,,,,,2022-12-15 14:39:45,,16,,,89,,"Blankets, Education Scholarship, Mosquito Nets and Latrine",,,,18.64099,98.02831,2006-09-07,20.0,,zcrm_361303000000401954,34,54,26,,Mae La Noi,29,Dry Season,,Mae Hong Son,false,54,1,,Ban Mae To,6,2,,6,13,,,,,,,,,"Flu, Ulcer and skin infection",zcrm_361303000001881135,No Schools,zcrm_361303000000401954,,,,,,,Yes,,,No,Government Water System,,,,,Ban Mae Jaw Nua,Ban Mae Jaw Nua,,,,,,,false,WASH,,,1
zcrm_361303000001881714,zcrm_361303000000269001,,Ban Mae Jaw Tai,,,,,,Mooban,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:19:24,2022-08-05 06:51:40,,,2022-08-05 06:51:40,,,,,,,,,,,,zcrm_361303000000032035,0,,0,0,0,0,0,0,,,,,,2022-08-05 06:51:40,,45,,,97,2013-05-19,,,,,,,,,zcrm_361303000000401954,,,,,,,,,,Mae Hong Son,false,,,,,,,,,,,,,,,,,,,,,zcrm_361303000000401954,1988-01-01,,,,,,Yes,,,,,,,,,Ban Mae Jaw Tai,Ban Mae Jaw Tai,,,,,,,false,Irrigation,,,1
zcrm_361303000001881715,zcrm_361303000000269001,,Ban Mae Jew Saw,,,,,,,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:19:24,2022-08-05 10:21:57,,,2022-08-05 10:21:57,,,,,,,,,,,,zcrm_361303000000032035,0,,0,0,0,0,0,0,,,,,,2022-08-05 10:21:57,,66,,,337,,"Blankets, Education Scholarship, Latrine",,,,,,2008-01-31,40.0,,zcrm_361303000000401954,76,52,130,,Mae La Noi,131,All Seasons,,Mae Hong Son,false,52,1,,Ban Mae Tho,,3,,4,58,,,,,,,,,"Flu, Ulcer",,Prathom (Primary),zcrm_361303000000401954,,,,,,,Yes,,,Yes,Government Water System,,,,,Ban Mae Jew Saw,Ban Mae Jew Saw,,,,,,,false,WASH,,,1
zcrm_361303000001881716,zcrm_361303000000269001,,Ban Mae Kha Nua,,,,,,Yomban,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:19:24,2022-12-29 09:58:37,,,2022-12-29 09:58:37,,,,,,,,,,,,zcrm_361303000000032035,0,,0,0,0,0,0,0,,,,,,2022-12-29 09:58:37,,34,,,187,,"Mosquito Nets, Blankets, Education Scholarship, They are poor and they don't have any opportunity to high shool or college",,FALSE,,17.86616,98.00782,2016-09-30,55.0,zcrm_361303000001881219,zcrm_361303000001611586,65,30,146,Pwo,Mae Ngao,141,Dry Season,2000,Mae Hong Son,false,30,7,,Ban Huay Muang,15,6,,15,9,,1,,zcrm_361303000001611586,,,,,Ulcer,zcrm_361303000001881124,No Schools,zcrm_361303000001611586,1992-01-01,,,No,,,Yes,,,No,Government Water System,,,,,Ban Mae Kha Nua,Ban Mae Kha Nua,,,,,,,false,WASH,,,1
zcrm_361303000001881717,zcrm_361303000000269001,,Ban Mae Khae Noi,,,,,,Yomban,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:19:24,2022-08-05 10:41:48,,,2022-08-05 10:41:48,,,,,,,,,,,,zcrm_361303000000032035,0,,0,0,0,0,0,0,,,,,,2022-08-05 10:41:48,,24,,,100,,"Education Scholarship, Blankets,  Mosquito Nets",,FALSE,,17.91669,97.80789,2012-09-25,50.0,zcrm_361303000001881215,zcrm_361303000001611586,35,91,33,,Sob Moei,32,Dry Season,2000,Mae Hong Son,false,91,7,,Ban Mae Sam Laep,,8,,25,17,,,,zcrm_361303000001881176,,,,12,Flu ans Ulcer,zcrm_361303000001881137,Prathom (Primary),zcrm_361303000000521090,2012-01-01,,,,,,Yes,,,No,Government Water System,,,,,Ban Mae Khae Noi,Ban Mae Khae Noi,,,,,,,false,WASH,,,1
zcrm_361303000001881719,zcrm_361303000000269001,,Ban Mae Kheed Noi,,,,,,Yomban,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:19:24,2022-08-05 10:21:57,,,2022-08-05 10:21:57,,,,,,,,,,,,zcrm_361303000000032035,0,,0,0,0,0,0,0,,,,,,2022-08-05 10:21:57,,33,,,144,,"Blankets,  Mosquito Nets, Latrine",,FALSE,,18.52738,98.08076,2009-09-08,60.0,zcrm_361303000000401941,zcrm_361303000000401954,69,40,37,,Mae Hong Son,38,Dry Season,,Mae Hong Son,false,40,4,,Ban Mae Kheed,10,4,,,12,,,,zcrm_361303000000401980,,12,,10,Flu and cancer,zcrm_361303000000401980,No Schools,zcrm_361303000000401954,,,,,,,Yes,,,No,,,,,,Ban Mae Kheed Noi,Ban Mae Kheed Noi,,,,,,,false,WASH,,,1
zcrm_361303000001881721,zcrm_361303000000269001,,Ban Mae Kho Joo,,,,,,,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:19:24,2022-08-05 10:21:57,,,2022-08-05 10:21:57,,,,,,,,,,,,zcrm_361303000000032035,0,,0,0,0,0,0,0,,,,,,2022-08-05 10:21:57,,54,,,206,,"Blankets, Mosquito Nets, Education Scholarship, Latrine",,,,18.66808,98.01402,2004-09-22,25.0,,zcrm_361303000000461057,80,43,63,,Khun Yuam,63,Dry Season,,Mae Hong Son,false,43,20,,Ban Mae La Ka,,20,,4,45,,,,,,,,,"Flu, Cold, Stomach, Flu",,Prathom (Primary),zcrm_361303000000461057,,,,,,,Yes,,,No,Government Water System,,,,,Ban Mae Kho Joo,Ban Mae Kho Joo,,,,,,,false,WASH,,,1
zcrm_361303000001881722,zcrm_361303000000269001,,Ban Mae khor,,,,,,Yomban,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:19:24,2022-08-05 10:21:57,,,2022-08-05 10:21:57,,,,,,,,,,,,zcrm_361303000000032035,0,,0,0,0,0,0,0,,,,,,2022-08-05 10:21:57,,17,,,76,,"Education Scholarship, Blankets,  Mosquito Nets, Latrine",,FALSE,,18.61241,97.8565,2009-09-05,40.0,zcrm_361303000001881209,zcrm_361303000000461057,29,35,24,,Khun Yuam,23,All Seasons,,Mae Hong Son,false,35,5,,Ban Mae Ki,5,1,,5,15,,,,zcrm_361303000000461077,,,,35,Flu,zcrm_361303000000528034,No Schools,zcrm_361303000000461057,,,,,,,Yes,,,No,Government Water System,,,,,Ban Mae khor,Ban Mae khor,,,,,,,false,WASH,,,1
zcrm_361303000001881723,zcrm_361303000000269001,,Ban Maw Ko Jaw,,,,,,,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:19:24,2022-09-14 03:15:39,,,2022-09-14 03:15:39,,,,,,,,,,,,zcrm_361303000000032035,0,,0,0,0,0,0,0,,,2022-09-14 03:15:39,,,2022-09-14 03:15:21,,54,,,232,,"Education Scholarship, Blankets and Mosquito Nets",,,,,,2016-04-22,40.0,,zcrm_361303000000521090,62,80,77,,Mae Sariang,93,Dry Season,,Mae Hong Son,false,80,7,,Ban Paw Saw,4,15,,18,10,,,,zcrm_361303000001881170,,12,,18,Flu and Ulcer,,No Schools,zcrm_361303000000521090,,,,,,,Yes,,,No,Government Water System,,,,,Ban Maw Ko Jaw,Ban Maw Ko Jaw,,,,,,,false,WASH,,,1
zcrm_361303000001881724,zcrm_361303000000269001,,Ban Mae Ko Pee,,,,,,,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:19:24,2022-12-02 10:20:29,,,2022-12-02 10:20:29,,,,,,,,,,,,zcrm_361303000000032035,0,,0,0,0,0,0,0,,,,,,2022-12-02 10:20:29,,82,,,412,,"Blankets, Education Scholarship, Rice bank",,,,18.70616,98.06654,2007-09-25,40.0,,zcrm_361303000000461057,170,42,120,,Khun Yuam,122,Dry Season,,Mae Hong Son,false,42,,,Ban Mae Jae,,5,,13,90,,,,,,,,,"Flu, Ulcer",,Prathom (Primary),zcrm_361303000000461057,,,,,,,Yes,,,No,Government Water System,,,,,Ban Mae Ko Pee,Ban Mae Ko Pee,,,,,,,false,WASH,,,1
zcrm_361303000001881726,zcrm_361303000000269001,,Ban Mae Kor,,,,,,,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:19:24,2022-08-05 06:57:20,,,2022-08-05 06:57:20,,,,,,,,,,,,zcrm_361303000000032035,0,,0,0,0,0,0,0,,,,,,2022-08-05 06:57:20,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ban Mae Kor,Ban Mae Kor,,,,,,,false,Further Education Scholarships,,,1
zcrm_361303000001881727,zcrm_361303000000269001,,Ban Mae Kwang Nua,,,,,,Mooban,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:19:24,2022-08-05 10:24:55,,,2022-08-05 10:24:55,,,,,,,,,,,,zcrm_361303000000032035,0,,0,0,0,0,0,0,,,,,,2022-08-05 10:24:55,,43,,"Average (some paved road, some potholes)",176,,"Mosquito Nets, Blankets, Dam, Scholarship",,FALSE,Village Headman,18.3165,98.01632,2017-09-15,,zcrm_361303000001881257,zcrm_361303000000401954,51,20,65,Sgaw,Mae La Noi,60,,,Mae Hong Son,false,20,2,,Ban Huay Phueng,,7,4,3,12,20.0,4,,zcrm_361303000000522050,,18,,3,3 Skin injection,zcrm_361303000001881138,Prathom (Primary),zcrm_361303000000401954,1991-01-01,,2017-01-01,,,,Yes,,1996-01-01,No,Government Water System,,2001-01-01,,,Ban Mae Kwang Nua,Ban Mae Kwang Nua,,,,,,,false,WASH,,,1
zcrm_361303000001881728,zcrm_361303000000269001,,Ban Mae Kwang Tai,,,,,,Mooban,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:19:24,2022-08-05 10:42:09,,,2022-08-05 10:42:09,,,,,,,,,,,,zcrm_361303000000032035,0,,0,0,0,0,0,0,,,,,,2022-08-05 10:42:09,,45,,,168,,"Education Scholarship, Blankets,  Mosquito Nets",,FALSE,,18.29993,98.00051,2012-12-20,50.0,zcrm_361303000001881257,zcrm_361303000000401954,95,30,35,Sgaw,Mae La Noi,38,Dry Season,3500,Mae Hong Son,false,30,5,,Ban Huay Phuang,,6,,7,,,,,zcrm_361303000000528038,,5,,30,Flu and Ulcer,,Prathom (Primary),zcrm_361303000000401954,,,,,,,Yes,,,No,Government Water System,,,,,Ban Mae Kwang Tai,Ban Mae Kwang Tai,,,,,,,false,WASH,,,1
zcrm_361303000001881729,zcrm_361303000000269001,,Ban Mae La,,,,,,,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:19:24,2022-08-05 06:57:20,,,2022-08-05 06:57:20,,,,,,,,,,,,zcrm_361303000000032035,0,,0,0,0,0,0,0,,,,,,2022-08-05 06:57:20,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ban Mae La,Ban Mae La,,,,,,,false,Further Education Scholarships,,,1
zcrm_361303000001881730,zcrm_361303000000269001,,Ban Mae La Ka,,,,,,,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:19:24,2022-08-05 10:21:58,,,2022-08-05 10:21:58,,,,,,,,,,,,zcrm_361303000000032035,0,,0,0,0,0,0,0,,,2022-07-25 11:20:46,,,2022-08-05 10:21:58,,96,,,452,,,,,,,,2004-09-16,,zcrm_361303000000401954,zcrm_361303000000461057,151,377,155,,Khun Yuam,146,,,Mae Hong Son,false,37,0,,Ban Mae La Ka,0,20,,0,97,,,,,,,,,,zcrm_361303000001881139,Prathom (Primary),zcrm_361303000000461057,,,,,"Rice bank, road, school, telephone, healthcare centre, water system. All government, no date",,Yes,,,No,Government Water System,,,,,Ban Mae La Ka,Ban Mae La Ka,,,,,,,false,Further Education Scholarships;WASH,,,1
