Record Id,Note Owner.id,Note Title,Note Content,Parent.id,Parent Id.Module,Created By.id,Modified By.id,Created Time,Modified Time,Record Status,Associated_Id
zcrm_361303000000920001,zcrm_361303000000269001,,Also send to Give2Asia as they funneled Chad's money,zcrm_361303000000534454,Solutions,zcrm_361303000000269001,zcrm_361303000000269001,2022-01-11 12:58:27,2022-01-11 12:58:27,1,
zcrm_361303000001058014,zcrm_361303000000269001,,"Project proposal originally 1,048,579 for 50 latrines, reduced to 901 279 by reducing to 35 latrines in February 2022",zcrm_361303000000814117,Solutions,zcrm_361303000000269001,zcrm_361303000000269001,2022-02-15 03:17:20,2022-02-15 03:17:20,1,
zcrm_361303000001175013,zcrm_361303000000269001,,"CmAD final report may come forwards to end of March 22, MJ checking now w/ donor",zcrm_361303000000654049,Solutions,zcrm_361303000000269001,zcrm_361303000000269001,2022-03-04 10:47:40,2022-03-04 10:47:40,1,
zcrm_361303000001282097,zcrm_361303000000269001,,Chad will also need a report ot Give2Asia,zcrm_361303000001197001,Solutions,zcrm_361303000000269001,zcrm_361303000000269001,2022-03-31 07:52:13,2022-03-31 07:52:13,1,
zcrm_361303000001443071,zcrm_361303000000269001,,Project Duration: Construction from March to July 2022. Completion of M&E activities by August 2023. Reporting: Activities report: January 2023. Impact report: August 2023.,zcrm_361303000001437001,Solutions,zcrm_361303000000269001,zcrm_361303000000269001,2022-05-11 15:32:13,2022-05-11 15:32:13,1,
zcrm_361303000001443576,zcrm_361303000000269001,,WASH project in July 2022,zcrm_361303000001443196,Accounts,zcrm_361303000000269001,zcrm_361303000000269001,2022-05-12 10:41:47,2022-05-12 10:41:47,1,
zcrm_361303000001455062,zcrm_361303000000269001,,Project Duration: Construction from March to July 2022. Completion of M&E activities by August 2023. Reporting: Activities report: January 2023. Impact report: August 2023.,zcrm_361303000001437017,Solutions,zcrm_361303000000269001,zcrm_361303000000269001,2022-05-12 16:38:32,2022-05-12 16:38:32,1,
zcrm_361303000001576399,zcrm_361303000000269001,,"Support stopped after this year, as dorm closing due to dormitory being too small to run cost-effictively (decision made by dorm managers, not KHT)",zcrm_361303000000531192,Solutions,zcrm_361303000000269001,zcrm_361303000000269001,2022-05-30 10:13:10,2022-05-30 10:13:10,1,
zcrm_361303000001580424,zcrm_361303000000269001,,Project closed in June 21 as community told KHT they had sufficient funds to take over full ownership of the project.,zcrm_361303000000531185,Solutions,zcrm_361303000000269001,zcrm_361303000000269001,2022-05-30 11:14:55,2022-05-30 11:14:55,1,
zcrm_361303000001607073,zcrm_361303000000269001,,Dropped out as married and had a child,zcrm_361303000000531201,Solutions,zcrm_361303000000269001,zcrm_361303000000269001,2022-06-01 04:36:38,2022-06-01 04:36:38,1,
zcrm_361303000001691595,zcrm_361303000000269001,,"E Coli found at site, needs new slow sand filter",zcrm_361303000000814117,Solutions,zcrm_361303000000269001,zcrm_361303000000269001,2022-06-17 10:07:29,2022-06-17 10:07:29,1,
zcrm_361303000001905002,zcrm_361303000000269001,,No Baseline was taken due to illness in the team,zcrm_361303000001437001,Solutions,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-26 03:27:08,2022-07-26 03:27:08,1,
zcrm_361303000002166027,zcrm_361303000000269001,,Tap test done on the 16th August 2022 - there had been lots of rain and landslide so pipes broke near the source so needed fixing by villagers when we got there. - will return,zcrm_361303000001437001,Solutions,zcrm_361303000000269001,zcrm_361303000000269001,2022-08-19 10:15:16,2022-08-19 10:15:16,1,
zcrm_361303000002280004,zcrm_361303000000269001,,Source Ecoli test 19/09/2022,zcrm_361303000001918108,Solutions,zcrm_361303000000269001,zcrm_361303000000269001,2022-09-22 09:30:06,2022-09-22 09:30:06,1,
zcrm_361303000002280015,zcrm_361303000000269001,,Tap Ecoli test 19/09/2022,zcrm_361303000001918108,Solutions,zcrm_361303000000269001,zcrm_361303000000269001,2022-09-22 09:30:52,2022-09-22 09:30:52,1,
zcrm_361303000002304058,zcrm_361303000000269001,,Tap 20/09/2022,zcrm_361303000001918079,Solutions,zcrm_361303000000269001,zcrm_361303000000269001,2022-09-28 04:22:34,2022-09-28 04:22:34,1,
zcrm_361303000002304069,zcrm_361303000000269001,,Water Source 20/09/2022,zcrm_361303000001918079,Solutions,zcrm_361303000000269001,zcrm_361303000000269001,2022-09-28 04:23:09,2022-09-28 04:23:09,1,
zcrm_361303000002304080,zcrm_361303000000269001,,After filter 20/09/2022,zcrm_361303000001918079,Solutions,zcrm_361303000000269001,zcrm_361303000000269001,2022-09-28 04:23:41,2022-09-28 04:23:41,1,
zcrm_361303000002304091,zcrm_361303000000269001,,Source 20/09/2022,zcrm_361303000001918097,Solutions,zcrm_361303000000269001,zcrm_361303000000269001,2022-09-28 04:33:56,2022-09-28 04:33:56,1,
zcrm_361303000002304102,zcrm_361303000000269001,,After Filter 20/09/2022,zcrm_361303000001918097,Solutions,zcrm_361303000000269001,zcrm_361303000000269001,2022-09-28 04:34:16,2022-09-28 04:34:16,1,
zcrm_361303000002304113,zcrm_361303000000269001,,20/09/2022,zcrm_361303000001918097,Solutions,zcrm_361303000000269001,zcrm_361303000000269001,2022-09-28 04:34:32,2022-09-28 04:34:32,1,
zcrm_361303000002320022,zcrm_361303000000269001,,Tap 27/09/2022,zcrm_361303000001437017,Solutions,zcrm_361303000000269001,zcrm_361303000000269001,2022-09-30 04:05:08,2022-09-30 04:05:08,1,
zcrm_361303000002320033,zcrm_361303000000269001,,After filter 27/09/2022,zcrm_361303000001437017,Solutions,zcrm_361303000000269001,zcrm_361303000000269001,2022-09-30 04:05:27,2022-09-30 04:05:27,1,
zcrm_361303000002320044,zcrm_361303000000269001,,After filter 26/09/2022,zcrm_361303000001437001,Solutions,zcrm_361303000000269001,zcrm_361303000000269001,2022-09-30 04:07:33,2022-09-30 04:07:33,1,
zcrm_361303000002320055,zcrm_361303000000269001,,Tap 26/09/2022,zcrm_361303000001437001,Solutions,zcrm_361303000000269001,zcrm_361303000000269001,2022-09-30 04:08:02,2022-09-30 04:08:02,1,
zcrm_361303000002355003,zcrm_361303000000269001,,Water Source 7/10/2022,zcrm_361303000001918144,Solutions,zcrm_361303000000269001,zcrm_361303000000269001,2022-10-11 10:26:01,2022-10-11 10:26:01,1,
zcrm_361303000002355014,zcrm_361303000000269001,,After Filter Tank 7/10/2022,zcrm_361303000001918144,Solutions,zcrm_361303000000269001,zcrm_361303000000269001,2022-10-11 10:26:46,2022-10-11 10:26:46,1,
zcrm_361303000002355025,zcrm_361303000000269001,,Tap 7/10/2022,zcrm_361303000001918144,Solutions,zcrm_361303000000269001,zcrm_361303000000269001,2022-10-11 10:27:24,2022-10-11 10:27:24,1,
zcrm_361303000002355078,zcrm_361303000000269001,,Tap 5/10/2022,zcrm_361303000001918083,Solutions,zcrm_361303000000269001,zcrm_361303000000269001,2022-10-11 10:35:44,2022-10-11 10:35:44,1,
zcrm_361303000002355089,zcrm_361303000000269001,,Water Source 5/10/2022,zcrm_361303000001918083,Solutions,zcrm_361303000000269001,zcrm_361303000000269001,2022-10-11 10:36:26,2022-10-11 10:36:26,1,
zcrm_361303000002355100,zcrm_361303000000269001,,After filter 5/10/2022,zcrm_361303000001918083,Solutions,zcrm_361303000000269001,zcrm_361303000000269001,2022-10-11 10:37:06,2022-10-11 10:37:06,1,
zcrm_361303000002378003,zcrm_361303000000269001,,Water source 18/10/22,zcrm_361303000001918125,Solutions,zcrm_361303000000269001,zcrm_361303000000269001,2022-10-21 08:23:52,2022-10-21 08:23:52,1,
zcrm_361303000002378014,zcrm_361303000000269001,,Before tank 18/10/22,zcrm_361303000001918125,Solutions,zcrm_361303000000269001,zcrm_361303000000269001,2022-10-21 08:24:22,2022-10-21 08:24:22,1,
zcrm_361303000002378025,zcrm_361303000000269001,,After Tank 18/10/22,zcrm_361303000001918125,Solutions,zcrm_361303000000269001,zcrm_361303000000269001,2022-10-21 08:24:44,2022-10-21 08:24:44,1,
zcrm_361303000002378036,zcrm_361303000000269001,,Source 18/10/22,zcrm_361303000001918145,Solutions,zcrm_361303000000269001,zcrm_361303000000269001,2022-10-21 08:25:50,2022-10-21 08:25:50,1,
zcrm_361303000002378047,zcrm_361303000000269001,,Before filter 18/10/22,zcrm_361303000001918145,Solutions,zcrm_361303000000269001,zcrm_361303000000269001,2022-10-21 08:26:14,2022-10-21 08:26:14,1,
zcrm_361303000002378058,zcrm_361303000000269001,,After Filter 18/10/22,zcrm_361303000001918145,Solutions,zcrm_361303000000269001,zcrm_361303000000269001,2022-10-21 08:26:42,2022-10-21 08:26:42,1,
zcrm_361303000002388045,zcrm_361303000000269001,,Water Source 19/10/2022,zcrm_361303000000461031,Solutions,zcrm_361303000000269001,zcrm_361303000000269001,2022-10-25 09:55:47,2022-10-25 09:55:47,1,
zcrm_361303000002388056,zcrm_361303000000269001,,Before tank 19/10/2022,zcrm_361303000000461031,Solutions,zcrm_361303000000269001,zcrm_361303000000269001,2022-10-25 09:56:21,2022-10-25 09:56:21,1,
zcrm_361303000002388067,zcrm_361303000000269001,,Tap 19/10/2022,zcrm_361303000000461031,Solutions,zcrm_361303000000269001,zcrm_361303000000269001,2022-10-25 09:56:53,2022-10-25 09:56:53,1,
zcrm_361303000002388078,zcrm_361303000000269001,,Source 20/10/2022,zcrm_361303000001918085,Solutions,zcrm_361303000000269001,zcrm_361303000000269001,2022-10-25 09:58:36,2022-10-25 09:58:36,1,
zcrm_361303000002388089,zcrm_361303000000269001,,Before tank 20/10/2022,zcrm_361303000001918085,Solutions,zcrm_361303000000269001,zcrm_361303000000269001,2022-10-25 09:59:05,2022-10-25 09:59:05,1,
zcrm_361303000002388100,zcrm_361303000000269001,,20/10/2022,zcrm_361303000001918085,Solutions,zcrm_361303000000269001,zcrm_361303000000269001,2022-10-25 09:59:37,2022-10-25 09:59:37,1,
zcrm_361303000002388111,zcrm_361303000000269001,,Before tank 20/10/2022,zcrm_361303000001918113,Solutions,zcrm_361303000000269001,zcrm_361303000000269001,2022-10-25 10:00:46,2022-10-25 10:00:46,1,
zcrm_361303000002388122,zcrm_361303000000269001,,tap 20/10/2022,zcrm_361303000001918113,Solutions,zcrm_361303000000269001,zcrm_361303000000269001,2022-10-25 10:01:10,2022-10-25 10:01:10,1,
zcrm_361303000002397003,zcrm_361303000000269001,,Source 27/10/2022,zcrm_361303000001918139,Solutions,zcrm_361303000000269001,zcrm_361303000000269001,2022-10-31 13:23:51,2022-10-31 13:23:51,1,
zcrm_361303000002397014,zcrm_361303000000269001,,Tank 27/10/22,zcrm_361303000001918139,Solutions,zcrm_361303000000269001,zcrm_361303000000269001,2022-10-31 13:48:11,2022-10-31 13:48:11,1,
zcrm_361303000002397025,zcrm_361303000000269001,,Tap 27/10/22,zcrm_361303000001918139,Solutions,zcrm_361303000000269001,zcrm_361303000000269001,2022-10-31 13:48:37,2022-10-31 13:48:37,1,
zcrm_361303000002397036,zcrm_361303000000269001,,Source 27/10/22,zcrm_361303000001918134,Solutions,zcrm_361303000000269001,zcrm_361303000000269001,2022-10-31 13:49:39,2022-10-31 13:49:39,1,
zcrm_361303000002397047,zcrm_361303000000269001,,27/10/22,zcrm_361303000001918134,Solutions,zcrm_361303000000269001,zcrm_361303000000269001,2022-10-31 13:49:59,2022-10-31 13:49:59,1,
zcrm_361303000002397058,zcrm_361303000000269001,,27/10/22,zcrm_361303000001918134,Solutions,zcrm_361303000000269001,zcrm_361303000000269001,2022-10-31 13:50:10,2022-10-31 13:50:10,1,
zcrm_361303000002397069,zcrm_361303000000269001,,Source 27/10/22,zcrm_361303000001918131,Solutions,zcrm_361303000000269001,zcrm_361303000000269001,2022-10-31 13:51:22,2022-10-31 13:51:22,1,
zcrm_361303000002397080,zcrm_361303000000269001,,Tank 27/10/22,zcrm_361303000001918131,Solutions,zcrm_361303000000269001,zcrm_361303000000269001,2022-10-31 13:51:49,2022-10-31 13:51:49,1,
zcrm_361303000002397091,zcrm_361303000000269001,,Tap 27/10/22,zcrm_361303000001918131,Solutions,zcrm_361303000000269001,zcrm_361303000000269001,2022-10-31 13:52:01,2022-10-31 13:52:01,1,
zcrm_361303000002397102,zcrm_361303000000269001,,Source 27/10/22,zcrm_361303000000521061,Solutions,zcrm_361303000000269001,zcrm_361303000000269001,2022-10-31 13:53:16,2022-10-31 13:53:16,1,
zcrm_361303000002397113,zcrm_361303000000269001,,Tank 27/10/22,zcrm_361303000000521061,Solutions,zcrm_361303000000269001,zcrm_361303000000269001,2022-10-31 13:54:05,2022-10-31 13:54:05,1,
zcrm_361303000002397124,zcrm_361303000000269001,,Tap 27/10/22,zcrm_361303000000521061,Solutions,zcrm_361303000000269001,zcrm_361303000000269001,2022-10-31 13:54:25,2022-10-31 13:54:25,1,
zcrm_361303000002397135,zcrm_361303000000269001,,Source 27/10/22,zcrm_361303000001918142,Solutions,zcrm_361303000000269001,zcrm_361303000000269001,2022-10-31 13:55:40,2022-10-31 13:55:40,1,
zcrm_361303000002397146,zcrm_361303000000269001,,Tank 27/10/22,zcrm_361303000001918142,Solutions,zcrm_361303000000269001,zcrm_361303000000269001,2022-10-31 13:55:56,2022-10-31 13:55:56,1,
zcrm_361303000002397157,zcrm_361303000000269001,,Tap 27/10/22,zcrm_361303000001918142,Solutions,zcrm_361303000000269001,zcrm_361303000000269001,2022-10-31 13:56:07,2022-10-31 13:56:07,1,
zcrm_361303000002397168,zcrm_361303000000269001,,Source 27/10/22,zcrm_361303000001881684,Accounts,zcrm_361303000000269001,zcrm_361303000000269001,2022-10-31 13:57:40,2022-10-31 13:57:40,1,
zcrm_361303000002397179,zcrm_361303000000269001,,tank 27/10/22,zcrm_361303000001881684,Accounts,zcrm_361303000000269001,zcrm_361303000000269001,2022-10-31 13:58:00,2022-10-31 13:58:00,1,
zcrm_361303000002397190,zcrm_361303000000269001,,Tap 27/10/22,zcrm_361303000001881684,Accounts,zcrm_361303000000269001,zcrm_361303000000269001,2022-10-31 13:58:12,2022-10-31 13:58:12,1,
zcrm_361303000002397201,zcrm_361303000000269001,,Source 27/10/22,zcrm_361303000001918141,Solutions,zcrm_361303000000269001,zcrm_361303000000269001,2022-10-31 14:00:38,2022-10-31 14:00:38,1,
zcrm_361303000002397212,zcrm_361303000000269001,,Tank 27/10/22,zcrm_361303000001918141,Solutions,zcrm_361303000000269001,zcrm_361303000000269001,2022-10-31 14:00:54,2022-10-31 14:00:54,1,
zcrm_361303000002397223,zcrm_361303000000269001,,Tap 27/10/22,zcrm_361303000001918141,Solutions,zcrm_361303000000269001,zcrm_361303000000269001,2022-10-31 14:01:06,2022-10-31 14:01:06,1,
zcrm_361303000002397234,zcrm_361303000000269001,,Source 27/10/22,zcrm_361303000001918127,Solutions,zcrm_361303000000269001,zcrm_361303000000269001,2022-10-31 14:02:57,2022-10-31 14:02:57,1,
zcrm_361303000002397245,zcrm_361303000000269001,,Tank 27/10/22,zcrm_361303000001918127,Solutions,zcrm_361303000000269001,zcrm_361303000000269001,2022-10-31 14:11:06,2022-10-31 14:11:06,1,
zcrm_361303000002397256,zcrm_361303000000269001,,Tap 27/10/22,zcrm_361303000001918127,Solutions,zcrm_361303000000269001,zcrm_361303000000269001,2022-10-31 14:11:25,2022-10-31 14:11:25,1,
zcrm_361303000002909087,zcrm_361303000000269001,,11/04/2023 - tap and filter,zcrm_361303000001463049,Solutions,zcrm_361303000000269001,zcrm_361303000000269001,2023-04-13 08:41:02,2023-04-13 08:41:02,1,
zcrm_361303000002909098,zcrm_361303000000269001,,"Before, after and tap 11/04/2023",zcrm_361303000001437017,Solutions,zcrm_361303000000269001,zcrm_361303000000269001,2023-04-13 08:41:49,2023-04-13 08:41:49,1,
zcrm_361303000003072005,zcrm_361303000000269001,,Genesis proposal,zcrm_361303000001463001,Solutions,zcrm_361303000000269001,zcrm_361303000000269001,2023-06-12 09:28:56,2023-06-12 09:28:56,1,
zcrm_361303000003072016,zcrm_361303000000269001,,Genesis proposal,zcrm_361303000001463197,Solutions,zcrm_361303000000269001,zcrm_361303000000269001,2023-06-12 09:30:26,2023-06-12 09:30:26,1,
zcrm_361303000003072027,zcrm_361303000000269001,,Christadelphian report,zcrm_361303000001463017,Solutions,zcrm_361303000000269001,zcrm_361303000000269001,2023-06-12 09:43:43,2023-06-12 09:43:43,1,
zcrm_361303000003072038,zcrm_361303000000269001,,Ladderstream report,zcrm_361303000001463213,Solutions,zcrm_361303000000269001,zcrm_361303000000269001,2023-06-12 09:50:12,2023-06-12 09:50:12,1,
zcrm_361303000003072049,zcrm_361303000000269001,,Ladderstream report,zcrm_361303000001463049,Solutions,zcrm_361303000000269001,zcrm_361303000000269001,2023-06-12 09:50:42,2023-06-12 09:50:42,1,
zcrm_361303000003072060,zcrm_361303000000269001,,Evan Cornish report,zcrm_361303000001463229,Solutions,zcrm_361303000000269001,zcrm_361303000000269001,2023-06-12 09:52:21,2023-06-12 09:52:21,1,
zcrm_361303000003314003,zcrm_361303000000269001,,Ban Eh Vee Jo after Filter tank water test - intermediate risk,zcrm_361303000001463133,Solutions,zcrm_361303000000269001,zcrm_361303000000269001,2023-08-21 09:56:30,2023-08-21 09:56:30,1,
zcrm_361303000003314014,zcrm_361303000000269001,,Ban Eh Vee Jo Tap - intermediate risk,zcrm_361303000001463133,Solutions,zcrm_361303000000269001,zcrm_361303000000269001,2023-08-21 09:58:19,2023-08-21 09:58:19,1,
zcrm_361303000003314025,zcrm_361303000000269001,,Tap 16/08/2023,zcrm_361303000001437017,Solutions,zcrm_361303000000269001,zcrm_361303000000269001,2023-08-21 10:24:24,2023-08-21 10:24:24,1,
zcrm_361303000003314036,zcrm_361303000000269001,,After Filter 16/08/2023 Intermediate risk,zcrm_361303000001437017,Solutions,zcrm_361303000000269001,zcrm_361303000000269001,2023-08-21 10:24:57,2023-08-21 10:24:57,1,
zcrm_361303000003314047,zcrm_361303000000269001,,Tap 17/08/2023 Risky,zcrm_361303000001463049,Solutions,zcrm_361303000000269001,zcrm_361303000000269001,2023-08-21 10:25:46,2023-08-21 10:25:46,1,
zcrm_361303000003314058,zcrm_361303000000269001,,"After filter 17/08/2023
Moderate risk",zcrm_361303000001463049,Solutions,zcrm_361303000000269001,zcrm_361303000000269001,2023-08-21 10:26:29,2023-08-21 10:26:29,1,
zcrm_361303000003330003,zcrm_361303000000269001,,23/08/23 - Filter - unsafe / poss unsafe,zcrm_361303000001463181,Solutions,zcrm_361303000000269001,zcrm_361303000000269001,2023-08-29 10:14:59,2023-08-29 10:16:09,1,
zcrm_361303000003330014,zcrm_361303000000269001,,23/08/23 - Taps - Unsafe,zcrm_361303000001463181,Solutions,zcrm_361303000000269001,zcrm_361303000000269001,2023-08-29 10:15:20,2023-08-29 10:15:20,1,
zcrm_361303000003357039,zcrm_361303000000269001,,Fill this out 1 year post project,zcrm_361303000001463133,Solutions,zcrm_361303000000269001,zcrm_361303000000269001,2023-09-04 13:35:56,2023-09-04 13:35:56,1,
zcrm_361303000003529024,zcrm_361303000000269001,,Ban Thuan Before filter tank - 4/11/23 - unsafe,zcrm_361303000001463117,Solutions,zcrm_361303000000269001,zcrm_361303000000269001,2023-11-09 08:27:13,2023-11-09 08:27:13,1,
zcrm_361303000003529035,zcrm_361303000000269001,,Tank - 4/11/23 - unsafe,zcrm_361303000001463117,Solutions,zcrm_361303000000269001,zcrm_361303000000269001,2023-11-09 08:28:32,2023-11-09 08:28:32,1,
zcrm_361303000003529046,zcrm_361303000000269001,,Tap - 4/1/23 - unsafe,zcrm_361303000001463117,Solutions,zcrm_361303000000269001,zcrm_361303000000269001,2023-11-09 08:29:25,2023-11-09 08:29:25,1,
zcrm_361303000003697255,zcrm_361303000000269001,,"6 months later
water test- Ban Mae Hard Tap",zcrm_361303000001463181,Solutions,zcrm_361303000000269001,zcrm_361303000000269001,2024-01-18 06:41:11,2024-01-18 06:41:11,1,
zcrm_361303000003697266,zcrm_361303000000269001,,6 months later - Filter water test,zcrm_361303000001463181,Solutions,zcrm_361303000000269001,zcrm_361303000000269001,2024-01-18 06:41:36,2024-01-18 06:41:36,1,
zcrm_361303000003697401,zcrm_361303000000269001,,No baselines or endlines due to staff sickness. Director and PO visited the project to check on progress.,zcrm_361303000001437001,Solutions,zcrm_361303000000269001,zcrm_361303000000269001,2024-01-18 07:03:49,2024-01-18 07:03:49,1,
zcrm_361303000003697448,zcrm_361303000000269001,,No water tests completed before the project.,zcrm_361303000001463065,Solutions,zcrm_361303000000269001,zcrm_361303000000269001,2024-01-18 07:06:59,2024-01-18 07:06:59,1,
zcrm_361303000003704150,zcrm_361303000000269001,,"Ban Huay Ha Mai, source, unsafe, after 3 days",zcrm_361303000003472011,Solutions,zcrm_361303000000269001,zcrm_361303000000269001,2024-01-18 07:50:14,2024-01-18 07:50:14,1,
zcrm_361303000003708070,zcrm_361303000000269001,,Test of the new SkyHydrant filter after first installation,zcrm_361303000003472011,Solutions,zcrm_361303000000269001,zcrm_361303000000269001,2024-01-18 08:40:34,2024-01-18 08:40:34,1,
zcrm_361303000003708131,zcrm_361303000000269001,,Water testing of tap and filter on 5/1/24 found unsafe E.Coli levels..,zcrm_361303000001463017,Solutions,zcrm_361303000000269001,zcrm_361303000000269001,2024-01-18 08:46:54,2024-01-18 08:46:54,1,
zcrm_361303000003708188,zcrm_361303000000269001,,water source pre project test,zcrm_361303000001463133,Solutions,zcrm_361303000000269001,zcrm_361303000000269001,2024-01-18 08:58:09,2024-01-18 08:58:09,1,
zcrm_361303000003708270,zcrm_361303000000269001,,tests done at source and at the well,zcrm_361303000003625013,Solutions,zcrm_361303000000269001,zcrm_361303000000269001,2024-01-18 09:18:36,2024-01-18 09:18:36,1,
zcrm_361303000003712003,zcrm_361303000000269001,,baseline case study,zcrm_361303000003625013,Solutions,zcrm_361303000000269001,zcrm_361303000000269001,2024-01-19 03:02:32,2024-01-19 03:02:32,1,
zcrm_361303000003712555,zcrm_361303000000269001,,case study baseline,zcrm_361303000003625013,Solutions,zcrm_361303000000269001,zcrm_361303000000269001,2024-01-19 08:22:02,2024-01-19 08:22:02,1,
zcrm_361303000003867077,zcrm_361303000000269001,,Pre project case study,zcrm_361303000003472011,Solutions,zcrm_361303000000269001,zcrm_361303000000269001,2024-03-13 16:38:59,2024-03-13 16:38:59,1,
zcrm_361303000003867091,zcrm_361303000000269001,,Ban Mae Oom Pawk- water source water test,zcrm_361303000003712664,Solutions,zcrm_361303000000269001,zcrm_361303000000269001,2024-03-13 16:40:12,2024-03-13 16:40:12,1,
zcrm_361303000003885045,zcrm_361303000000269001,,Case Study Baseline,zcrm_361303000003712664,Solutions,zcrm_361303000000269001,zcrm_361303000000269001,2024-03-19 08:12:37,2024-03-19 08:12:37,1,
zcrm_361303000003917007,zcrm_361303000000269001,,Case Study Ban Luk Pa Kaw,zcrm_361303000003722011,Solutions,zcrm_361303000000269001,zcrm_361303000000269001,2024-04-01 10:10:47,2024-04-01 10:10:47,1,
zcrm_361303000003917021,zcrm_361303000000269001,,Water source test,zcrm_361303000003722011,Solutions,zcrm_361303000000269001,zcrm_361303000000269001,2024-04-01 10:17:34,2024-04-01 10:17:34,1,
zcrm_361303000003923003,zcrm_361303000000269001,,Ban Mae Oom Pawk - test of filtered water tank,zcrm_361303000003712664,Solutions,zcrm_361303000000269001,zcrm_361303000000269001,2024-04-03 11:41:02,2024-04-03 11:41:02,1,
zcrm_361303000003962026,zcrm_361303000000269001,,Original survey/proposal,zcrm_361303000001463261,Solutions,zcrm_361303000000269001,zcrm_361303000000269001,2024-04-11 16:35:16,2024-04-11 16:35:16,1,
zcrm_361303000003962037,zcrm_361303000000269001,,case study,zcrm_361303000001463261,Solutions,zcrm_361303000000269001,zcrm_361303000000269001,2024-04-11 16:36:01,2024-04-11 16:36:01,1,
zcrm_361303000004046004,zcrm_361303000000269001,,Test of new filter- drinking water tap,zcrm_361303000003625013,Solutions,zcrm_361303000000269001,zcrm_361303000000269001,2024-04-24 16:59:33,2024-04-24 16:59:33,1,
zcrm_361303000004046015,zcrm_361303000000269001,,2nd test of filter- drinking water tap,zcrm_361303000003712664,Solutions,zcrm_361303000000269001,zcrm_361303000000269001,2024-04-24 17:00:11,2024-04-24 17:00:11,1,
zcrm_361303000004077043,zcrm_361303000000269001,,"15 students, 6 boys and 9 girls",zcrm_361303000004028617,Solutions,zcrm_361303000000269001,zcrm_361303000000269001,2024-05-01 11:13:18,2024-05-01 11:13:18,1,
zcrm_361303000004108004,zcrm_361303000000269001,,water test on new filter,zcrm_361303000003722011,Solutions,zcrm_361303000000269001,zcrm_361303000000269001,2024-05-14 15:51:48,2024-05-14 15:51:48,1,
zcrm_361303000004123003,zcrm_361303000000269001,,15/05/2024- water test on Source in the village. Shows E.coli and coliform contamination.,zcrm_361303000003864011,Solutions,zcrm_361303000000269001,zcrm_361303000000269001,2024-05-15 10:04:32,2024-05-15 10:04:32,1,
