โรงเรียนบ้านปู่แก้ว,สบเมย,สบเมย,อนุบาล–ประถมศึกษา
โรงเรียนบ้านผาแดงหลวง,แม่โถ,แม่ลาน้อย,อนุบาล–ประถมศึกษา
โรงเรียนบ้านผาเยอ,กองก๋อย,สบเมย,อนุบาล–ประถมศึกษา
โรงเรียนบ้านพระบาทห้วยผึ้ง,แม่ลาน้อย,แม่ลาน้อย,อนุบาล–ประถมศึกษา
โรงเรียนบ้านพะมอลอ,บ้านกาศ,แม่สะเรียง,อนุบาล–ประถมศึกษา
โรงเรียนบ้านโพซอ,เสาหิน,แม่สะเรียง,อนุบาล–มัธยมศึกษา
โรงเรียนบ้านแพะพิทยา,บ้านกาศ,แม่สะเรียง,อนุบาล–ประถมศึกษา
โรงเรียนบ้านฟักทอง,ขุนแม่ลาน้อย,แม่ลาน้อย,อนุบาล–ประถมศึกษา
โรงเรียนบ้านแม่กวางใต้,ท่าผาปุ้ม,แม่ลาน้อย,อนุบาล–ประถมศึกษา
โรงเรียนบ้านแม่กวางเหนือ,ท่าผาปุ้ม,แม่ลาน้อย,อนุบาล–ประถมศึกษา
โรงเรียนบ้านแม่กองคา,แม่ยวม,แม่สะเรียง,อนุบาล–ประถมศึกษา
โรงเรียนบ้านแม่กองแป,แม่ยวม,แม่สะเรียง,อนุบาล–ประถมศึกษา
โรงเรียนบ้านแม่ก๋อน,แม่คง,แม่สะเรียง,อนุบาล–ประถมศึกษา
โรงเรียนบ้านแม่กะไน,แม่เหาะ,แม่สะเรียง,อนุบาล–ประถมศึกษา
โรงเรียนบ้านแม่เกาะ,บ้านกาศ,แม่สะเรียง,อนุบาล–ประถมศึกษา
